_id,friends,viewedProfile,impressions,tags,createdAt,updatedAt,__v
64dbe11cd998906b6c2ca597,[],2870,9490,"['Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Video Game Humor', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Memes about Technology and Gadgets', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Reaction Memes from Online Videos', 'School and Education Humor', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Animal Fails and Mishaps']",33:32.3,36:09.1,0
64dbe4c0d998906b6c2ca5a4,[],4369,1601,"['Video Game Humor', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'Memes about Online Dating', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Work and Office Life Memes', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Dog Memes (Doggo Humor)', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Memes about Talking Animals', 'Animal Puns and Wordplay', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",49:04.6,25:58.5,2
64dbeb81d998906b6c2ca5be,"['64dce011f42bbd9057cb2ec3', '64dc8365f42bbd9057cb2498', '6508e9ec81f1d375413c53db']",2954,6204,"['Music and Song Parodies', 'Video Game Humor', 'Celebrity Reaction Memes', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes on Viral Trends and Challenges', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes about Procrastination', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Animal Fails and Mishaps', 'Memes on Animal Expressions', 'Animal Puns and Wordplay']",17:53.2,36:27.5,38
64dbec53d998906b6c2ca5d2,[],9353,3776,"['Video Game Humor', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Political Satire and Commentary', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes about Internet Slang', 'Memes on Emoji and Text Speak', 'Memes about Online Gaming', 'Memes on Awkward Social Interactions', 'School and Education Humor', 'Memes on Adulting and Responsibilities', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Cat Memes (Cat-titude!)']",21:23.6,54:23.0,4
64dbf2c6d998906b6c2ca5f0,[],3446,2672,"['Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Social Media Platform Spoofs', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'School and Education Humor', 'Memes about Procrastination', 'Memes on Daily Commute Struggles', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals']",48:54.3,51:44.1,0
64dbf58ad998906b6c2ca5fc,[],5942,2637,"['Video Game Humor', 'Celebrity Reaction Memes', 'Memes Featuring Pop Culture Icons', 'Celebrity Scandals and Gossip Memes', 'Political Satire and Commentary', 'Memes about Internet Challenges', 'Memes about Internet Slang', 'Reaction Memes from Online Videos', 'Memes about Online Gaming', 'School and Education Humor', 'Memes on Awkward Social Interactions', 'Memes about Procrastination', 'Memes about Animal Behavior', 'Animal Puns and Wordplay', 'Memes on Pet Ownership']",00:42.4,04:45.0,0
64dbfefbd998906b6c2ca61c,[],1989,8753,[],40:59.1,40:59.1,0
64dbff4ed998906b6c2ca620,[],7441,260,"['Video Game Humor', 'Memes about Sports Moments', 'TV Show Spoofs and Memes', 'Memes Inspired by Memorable Quotes', 'Memes Featuring Pop Culture Icons', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Social Media Platform Spoofs', 'Relationship and Dating Memes', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'Animal Puns and Wordplay', 'Memes about Animal Behavior', 'Memes on Animal Expressions']",42:22.1,43:39.4,0
64dc105aae207fe84292af6a,[],5425,742,"['Nostalgic Pop Culture References', 'Video Game Humor', 'Music and Song Parodies', 'Memes on Environmental Issues', 'Memes about Internet Challenges', 'Memes on Social Issues and Activism', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'Relationship and Dating Memes', 'Memes on Daily Commute Struggles', 'Memes on Food and Eating Habits', 'Memes on Cute Baby Animals', 'Animal Fails and Mishaps', 'Memes about Talking Animals']",55:06.7,55:31.3,0
64dc1355ae207fe84292afb7,[],2990,3701,"['Memes Inspired by Memorable Quotes', 'Music and Song Parodies', 'TV Show Spoofs and Memes', 'Video Game Humor', 'Memes about Sports Moments', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'Memes about Online Dating', 'School and Education Humor', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes about Sleep and Insomnia', 'Memes on Food and Eating Habits', 'Memes about Procrastination', 'Memes on Awkward Social Interactions', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals']",07:49.5,52:22.2,4
64dc16b3ae207fe84292afd1,[],860,2299,"['Memes about Classic Movies', 'Celebrity Reaction Memes', 'Memes Featuring Pop Culture Icons', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes on Global Events and Conflicts', 'Influencer Culture Parodies', 'Memes on Emoji and Text Speak', 'Reaction Memes from Online Videos', 'Work and Office Life Memes', 'School and Education Humor', 'Memes on Adulting and Responsibilities', 'Memes on Animal Expressions', 'Animal Puns and Wordplay', 'Memes on Pet Ownership']",22:11.5,23:28.0,0
64dc1746ae207fe84292aff2,[],8239,2311,"['Memes about Sports Moments', 'Music and Song Parodies', 'TV Show Spoofs and Memes', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Memes on Social Issues and Activism', 'Memes about Online Gaming', 'Memes about Internet Slang', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals', 'Memes on Pet Ownership']",24:38.4,42:35.5,0
64dc183aae207fe84292b040,"['64db5283d998906b6c2ca48a', '64dc7e56f42bbd9057cb23f0']",950,6813,"['Video Game Humor', 'Music and Song Parodies', 'Memes about Classic Movies', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes about Sleep and Insomnia', 'Memes on Food and Eating Habits', 'Memes about Procrastination', 'Cat Memes (Cat-titude!)', 'Animal Fails and Mishaps', 'Memes on Cute Baby Animals']",28:42.4,17:20.9,4
64dc1adaae207fe84292b090,[],7137,4900,"['Memes Featuring Pop Culture Icons', 'Memes about Sports Moments', 'Music and Song Parodies', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Viral Trends and Challenges', 'Reaction Memes from Online Videos', 'Memes on Internet Fads and Challenges', 'Memes about Internet Slang', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Animal Fails and Mishaps', 'Memes about Wild Animals', 'Memes about Talking Animals']",39:54.3,41:03.0,0
64dc1af8ae207fe84292b09a,[],6525,1633,"['Video Game Humor', 'Memes about Classic Movies', 'Memes Inspired by Memorable Quotes', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Environmental Issues', 'Memes on Emoji and Text Speak', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Parenting and Family Humor', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals']",40:24.2,41:22.0,0
64dc1afaae207fe84292b09c,[],4006,7694,"['Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Video Game Humor', 'Political Satire and Commentary', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Technology and Gadget Jokes', 'Memes on Daily Commute Struggles', 'Parenting and Family Humor', 'Work and Office Life Memes', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals']",40:26.3,41:23.3,0
64dc1affae207fe84292b0a8,[],4405,8480,[],40:31.5,40:31.5,0
64dc1b0eae207fe84292b0b5,[],1034,1484,"['Memes about Classic Movies', 'Video Game Humor', 'Nostalgic Pop Culture References', 'Iconic Movie Scenes Reimagined', 'Memes on Social Issues and Activism', 'Memes on Viral Trends and Challenges', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Memes about Internet Slang', 'Reaction Memes from Online Videos', 'Memes on Internet Fads and Challenges', 'Memes on Daily Commute Struggles', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Animal Fails and Mishaps', 'Memes about Wild Animals', 'Memes about Talking Animals']",40:46.6,43:21.2,0
64dc1b0fae207fe84292b0b7,[],2804,4496,"['Memes Inspired by Memorable Quotes', 'Video Game Humor', 'Memes Featuring Pop Culture Icons', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes on Global Events and Conflicts', 'Social Media Platform Spoofs', 'Memes on Emoji and Text Speak', 'Reaction Memes from Online Videos', 'Memes on Awkward Social Interactions', 'Work and Office Life Memes', 'Memes on Daily Commute Struggles', 'Animal Puns and Wordplay', 'Memes about Animal Behavior', 'Memes about Wild Animals']",40:47.3,42:53.6,0
64dc1b1aae207fe84292b0ba,[],3827,7080,"['Video Game Humor', 'Music and Song Parodies', 'Iconic Movie Scenes Reimagined', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Influencer Culture Parodies', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'School and Education Humor', 'Dog Memes (Doggo Humor)', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",40:58.6,42:23.5,0
64dc1b21ae207fe84292b0cb,[],4148,6335,[],41:05.8,41:05.8,0
64dc1b2fae207fe84292b0e8,[],659,1564,[],41:19.2,41:19.2,0
64dc1b37ae207fe84292b0f5,[],3229,5451,"['Nostalgic Pop Culture References', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Social Issues and Activism', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Celebrity Scandals and Gossip Memes', 'Memes on Global Events and Conflicts', 'Memes on Viral Trends and Challenges', 'Social Media Platform Spoofs', 'Influencer Culture Parodies', 'Memes about Internet Slang', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'School and Education Humor', 'Memes about Wild Animals', 'Memes about Animal Behavior', 'Animal Fails and Mishaps']",41:27.6,46:13.0,0
64dc1b38ae207fe84292b0f7,[],2842,4020,"['Music and Song Parodies', 'Memes about Classic Movies', 'Video Game Humor', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Political Satire and Commentary', 'News Headline Memes', 'Celebrity Scandals and Gossip Memes', 'Memes about Technology and Gadgets', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'School and Education Humor', 'Relationship and Dating Memes', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes about Animal Behavior', 'Memes about Wild Animals', 'Memes on Cute Baby Animals']",41:28.6,43:50.0,0
64dc1b38ae207fe84292b0f9,[],9952,8638,"['TV Show Spoofs and Memes', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Nostalgic Pop Culture References', 'Memes Featuring Pop Culture Icons', 'Iconic Movie Scenes Reimagined', 'Memes on Viral Trends and Challenges', 'Memes about Internet Challenges', 'Celebrity Scandals and Gossip Memes', 'Influencer Culture Parodies', 'Memes on Emoji and Text Speak', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Memes on Awkward Social Interactions', 'Memes on Food and Eating Habits', 'Dog Memes (Doggo Humor)', 'Cat Memes (Cat-titude!)', 'Memes about Talking Animals']",41:28.8,42:46.1,0
64dc1b3aae207fe84292b0fb,[],6018,1167,"['Video Game Humor', 'Music and Song Parodies', 'Memes Inspired by Memorable Quotes', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'School and Education Humor', 'Memes on Food and Eating Habits', 'Memes on Adulting and Responsibilities', 'Dog Memes (Doggo Humor)', 'Cat Memes (Cat-titude!)', 'Memes on Pet Ownership']",41:30.0,43:40.2,0
64dc1b52ae207fe84292b11f,[],7382,8196,"['TV Show Spoofs and Memes', 'Video Game Humor', 'Memes about Classic Movies', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Social Media Platform Spoofs', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Memes about Procrastination', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Animal Behavior']",41:54.3,48:23.7,0
64dc1b5fae207fe84292b136,[],5291,7812,"['Video Game Humor', 'Nostalgic Pop Culture References', 'Iconic Movie Scenes Reimagined', 'Memes on Viral Trends and Challenges', 'Memes about Internet Challenges', 'Political Satire and Commentary', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Memes on Awkward Social Interactions', 'Parenting and Family Humor', 'School and Education Humor', 'Memes about Talking Animals', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",42:07.3,44:20.7,0
64dc1b6aae207fe84292b147,[],5580,6003,[],42:18.1,42:18.1,0
64dc1b9aae207fe84292b16f,[],5799,6922,"['Video Game Humor', 'Nostalgic Pop Culture References', 'Iconic Movie Scenes Reimagined', 'Celebrity Reaction Memes', 'Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Viral Dance Challenges', 'Memes about Online Gaming', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Animal Fails and Mishaps', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",43:06.7,19:34.8,0
64dc1bbfae207fe84292b191,[],1690,2096,"['Memes about Classic Movies', 'Celebrity Reaction Memes', 'Memes Inspired by Memorable Quotes', 'Memes on Social Issues and Activism', 'Political Satire and Commentary', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'Memes on Emoji and Text Speak', 'School and Education Humor', 'Memes on Daily Commute Struggles', 'Parenting and Family Humor', 'Cat Memes (Cat-titude!)', 'Memes about Wild Animals', 'Memes on Pet Ownership']",43:43.1,44:24.4,0
64dc22b8ae207fe84292b2a5,[],7225,2365,"['Music and Song Parodies', 'Memes about Sports Moments', 'Video Game Humor', 'Memes on Social Issues and Activism', 'Memes on Viral Trends and Challenges', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'School and Education Humor', 'Memes on Daily Commute Struggles', 'Memes on Awkward Social Interactions', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Animal Fails and Mishaps']",13:28.5,16:27.5,0
64dc247bae207fe84292b2df,[],9448,6554,"['Video Game Humor', 'TV Show Spoofs and Memes', 'Memes about Classic Movies', 'Memes about Internet Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Environmental Issues', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Reaction Memes from Online Videos', 'Memes on Awkward Social Interactions', 'Relationship and Dating Memes', 'Memes on Food and Eating Habits', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Talking Animals', 'Animal Fails and Mishaps', 'Memes on Animal Expressions', 'Memes about Animal Behavior', 'Animal Puns and Wordplay', 'Memes on Pet Ownership', 'Memes about Wild Animals', 'Dog Memes (Doggo Humor)']",20:59.7,22:10.5,0
64dc269cae207fe84292b303,[],8350,3701,[],30:04.5,30:04.5,0
64dc278cae207fe84292b31d,[],4889,6053,[],34:04.4,34:04.4,0
64dc27deae207fe84292b31f,"['64dd03eaf42bbd9057cb3864', '64dd03eaf42bbd9057cb3864']",3417,7453,"['Video Game Humor', 'Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Music and Song Parodies', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes on Viral Trends and Challenges', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'Influencer Culture Parodies', 'School and Education Humor', 'Relationship and Dating Memes', 'Memes on Food and Eating Habits', 'Memes on Animal Expressions', 'Memes about Talking Animals', 'Animal Fails and Mishaps']",35:26.4,34:31.7,2
64dc29f1ae207fe84292b34f,[],1031,7051,"['Music and Song Parodies', 'Celebrity Reaction Memes', 'Video Game Humor', 'Iconic Movie Scenes Reimagined', 'Memes on Viral Trends and Challenges', 'Memes on Global Events and Conflicts', 'Pandemic and Quarantine Humor', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'Influencer Culture Parodies', 'Memes on Food and Eating Habits', 'School and Education Humor', 'Parenting and Family Humor', 'Memes about Animal Behavior', 'Animal Puns and Wordplay', 'Dog Memes (Doggo Humor)']",44:17.2,08:19.3,0
64dc2aa5ae207fe84292b358,[],1514,383,"['Video Game Humor', 'TV Show Spoofs and Memes', 'Memes about Sports Moments', 'Memes on Social Issues and Activism', 'Memes on Global Events and Conflicts', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Memes on Internet Fads and Challenges', 'Relationship and Dating Memes', 'Memes on Food and Eating Habits', 'Memes on Awkward Social Interactions', 'Memes about Wild Animals', 'Memes about Animal Behavior', 'Cat Memes (Cat-titude!)']",47:17.9,49:31.7,0
64dc2ac9ae207fe84292b363,[],7064,4622,"['Memes about Classic Movies', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'News Headline Memes', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes on Adulting and Responsibilities', 'Parenting and Family Humor', 'Memes on Daily Commute Struggles', 'Animal Fails and Mishaps', 'Memes about Wild Animals', 'Memes on Cute Baby Animals']",47:53.6,48:38.2,0
