_id,userId,description,picturePath,userPicturePath,likes,comments,tags,createdAt,updatedAt,__v,videoPath,groupId
64dcfd62f42bbd9057cb35a8,64db5283d998906b6c2ca48a,something aint right,image/eznfpkhtbifdydtsxcnt,image/nopixg3htlwjtbmi50mw,"{'64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '64dc41edae207fe84292c451': True, '64de3f523713e91686496139': True, '6507cbf781f1d375413a8332': True, '6507f95781f1d375413aca07': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '65109d8181f1d3754148ab10': True, '65117a6081f1d375414a0035': True, '651632694aba5b2bd4fd1813': True, '651933e7e81df403dee90dd7': True, '651a86d62f19866f09e27654': True, '653017b70a69ece40ff62298': True, '653026ee0a69ece40ff63812': True, '65387a310a69ece40ff7770c': True, '65450bcb318aa113d74ab847': True}","[{'text': 'chat gpt be wilding there wait he didnt exist back then', 'userId': '653026ee0a69ece40ff63812', 'picturePath': 'default_pfp.png', 'name': 'Djoki Bjelivuk', 'location': 'Djoki'}]",[],46:26.7,29:41.5,0,,
64dd02c3f42bbd9057cb3808,64dc5fc9ae207fe84292d147,lmao who did this 😂😂😂,image/uv45rguyvulrkxlustvp,image/bfifod0ar7oomth6mvjb,"{'6507f95781f1d375413aca07': True, '65305af40a69ece40ff653fb': True, '6508e9ec81f1d375413c53db': True}",[],[],09:23.5,39:52.8,0,,
64dd053ff42bbd9057cb3892,64dd03eaf42bbd9057cb3864,Relatable ,image/lhpn6dtn7n6n5nodkbgy,image/pnmg1inzvloq2s9kpgrh,"{'64dd03eaf42bbd9057cb3864': True, '64dbeb81d998906b6c2ca5be': True, '64db5283d998906b6c2ca48a': True, '64dc41edae207fe84292c451': True, '64dc183aae207fe84292b040': True, '64dd35e9f5554054a3467c49': True, '64dd8f6f3713e91686493b4d': True, '64defbed62f43d93943b9da2': True, '64e291c362f43d93943c66cb': True, '64e55d1f87e73ebaa7086e51': True, '64f1dbf517cb4912c115c9b9': True, '65084c7081f1d375413b38c1': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '650b841d81f1d3754141e1e3': True, '651632694aba5b2bd4fd1813': True, '65199206e81df403dee97999': True, '651cec252f19866f09e3161e': True, '65219da20c835470e9a31258': True, '653017b70a69ece40ff62298': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '65307e960a69ece40ff65f63': True, '654b1009318aa113d74ae482': True, '6570d47d721853536742379f': True}","[{'text': 'goddamn thats true', 'userId': '64dc41edae207fe84292c451', 'picturePath': 'default_pfp.png', 'name': 'Ed Wardo', 'location': 'Wardo'}, {'text': 'ong', 'userId': '65089c7f81f1d375413b9ca0', 'picturePath': 'default_pfp.png', 'name': 'buu bop', 'location': 'BuuBop'}, {'text': ""That's their way of apologizing 💀"", 'userId': '650b841d81f1d3754141e1e3', 'picturePath': 'default_pfp.png', 'name': 'Nzn Pop', 'location': 'Nsnpop'}]",[],19:59.3,19:32.0,0,,
64dd05bdf42bbd9057cb38a4,64dd03eaf42bbd9057cb3864,Not on my watch buddy,image/ezaxmrklrdshqmafuqro,image/pnmg1inzvloq2s9kpgrh,"{'64dc2f26ae207fe84292b687': True, '64db5283d998906b6c2ca48a': True, '64dc41edae207fe84292c451': True, '64dc183aae207fe84292b040': True, '64dd35e9f5554054a3467c49': True, '64dc1355ae207fe84292afb7': True, '64dc27deae207fe84292b31f': True, '64e55d1f87e73ebaa7086e51': True, '6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '650a489d81f1d375413f343c': True, '65089c7f81f1d375413b9ca0': True, '651c48aa2f19866f09e2ff89': True, '6515f7c34aba5b2bd4fcb6be': True, '65219da20c835470e9a31258': True, '652aa1540de3e77117de971e': True, '652c41980de3e77117deb867': True, '652c8d650de3e77117decb76': True, '653017b70a69ece40ff62298': True, '6530312d0a69ece40ff63c44': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '653e24a83e06c4b204e56f73': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '654b1009318aa113d74ae482': True, '6570d47d721853536742379f': True}","[{'text': 'I hate it when that happens', 'userId': '653540850a69ece40ff70b0d', 'picturePath': 'default_pfp.png', 'name': 'Brody Burke', 'location': 'Memeenjoyer'}]",[],22:05.6,19:25.4,0,,
64dd22a6f5554054a3467894,64dd210ef5554054a346783b,Look Behind You!!,image/wy3wu71rsjv5gyp5sjvq,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '6509019181f1d375413ca8fb': True, '65387a310a69ece40ff7770c': True, '6508e9ec81f1d375413c53db': True}",[],[],25:26.2,39:47.4,0,,
64dd375cf5554054a3467cb0,64dd35e9f5554054a3467c49,GOD DID🗣🗣🗣,image/kcpcprnbhbp2ykbfhhxo,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '64e7d3f76c171f0a2141bce6': True, '64f78e6617cb4912c11619cf': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '65387a310a69ece40ff7770c': True, '653e24a83e06c4b204e56f73': True, '65481efd318aa113d74ad552': True, '6570d47d721853536742379f': True}","[{'text': 'another one', 'userId': '64db5283d998906b6c2ca48a', 'picturePath': 'image/nopixg3htlwjtbmi50mw', 'name': 'jake jake', 'location': 'jake'}, {'text': 'nahhh', 'userId': '64f1dbf517cb4912c115c9b9', 'picturePath': 'default_pfp.png', 'name': 'Logan Griffith', 'location': 'Logan_playyzz'}, {'text': 'ah hell nah', 'userId': '65089c7f81f1d375413b9ca0', 'picturePath': 'default_pfp.png', 'name': 'buu bop', 'location': 'BuuBop'}]",[],53:48.3,16:37.4,0,,
64dd526ff5554054a346809d,64dd512ef5554054a346807c,pov: when you find out you left the stove on,image/nwhzjwfx3bjgvulyeowz,default_pfp.png,"{'64dbeb81d998906b6c2ca5be': True, '64dd512ef5554054a346807c': True, '64f1dbf517cb4912c115c9b9': True, '6508e9ec81f1d375413c53db': True, '651632694aba5b2bd4fd1813': True}","[{'text': 'more like i left the baby in ', 'userId': '6507cbf781f1d375413a8332', 'picturePath': 'default_pfp.png', 'name': 'rov m', 'location': 'dragi'}, {'text': 'ah hell nah the baby  ☠️', 'userId': '65089c7f81f1d375413b9ca0', 'picturePath': 'default_pfp.png', 'name': 'buu bop', 'location': 'BuuBop'}]",[],49:19.0,21:22.2,0,,
64dd729a3713e91686492e81,64dd2218f5554054a3467882,          ,image/wgmw4h4m45zucau1syu8,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '64ddb8a23713e916864947eb': True, '64f1dbf517cb4912c115c9b9': True, '64f78e6617cb4912c11619cf': True, '65089c7f81f1d375413b9ca0': True, '651632694aba5b2bd4fd1813': True, '65309e6b0a69ece40ff66a45': True, '6530312d0a69ece40ff63c44': True, '65387a310a69ece40ff7770c': True, '6570d47d721853536742379f': True}",[],[],06:34.7,18:12.3,0,,
64dd816e3713e9168649366b,64dd80bb3713e916864935f4,.,image/nsefozxrnbb5abioftak,image/sinywp4avtzf76tg5fye,"{'64dd80bb3713e916864935f4': True, '64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '64e2f59762f43d93943c72a2': True, '64f4724217cb4912c115ebb0': True, '64dc9ec0f42bbd9057cb26f7': True, '65084c7081f1d375413b38c1': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '65307e960a69ece40ff65f63': True, '654b1009318aa113d74ae482': True}","[{'text': 'SMASH', 'userId': '65300ac20de3e77117df2dbd', 'picturePath': 'default_pfp.png', 'name': 'bamya racist', 'location': 'bamya'}]",[],09:50.1,58:04.0,0,,
64dddc083713e91686494f6b,64dddb843713e91686494f60,🤓,image/yhzupd9unce93o1v2au1,default_pfp.png,"{'64dddb843713e91686494f60': True, '64db5283d998906b6c2ca48a': True, '64dd142cf42bbd9057cb3b70': True, '64deb84562f43d93943b8946': True, '64f1dbf517cb4912c115c9b9': True, '64dc1355ae207fe84292afb7': True, '650b841d81f1d3754141e1e3': True, '65387a310a69ece40ff7770c': True, '6570d47d721853536742379f': True}",[],[],36:24.9,18:04.1,0,,
64de5d6d3713e91686496acb,64db5283d998906b6c2ca48a,hahaha this fat bitch really thought 😂😂,image/id7yfn55bphodiyqyyqq,image/nopixg3htlwjtbmi50mw,"{'64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '650c6ba281f1d375414367dc': True, '651632694aba5b2bd4fd1813': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '653e24a83e06c4b204e56f73': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '65307e960a69ece40ff65f63': True, '6508e9ec81f1d375413c53db': True, '6570d47d721853536742379f': True}","[{'text': 'rude', 'userId': '65299e990de3e77117de7753', 'picturePath': 'default_pfp.png', 'name': 'noah  gomez', 'location': 'the guy that the guy'}, {'text': 'Tf u mean rude? If you talking bout the person who posted it u high. She LEFT HER HUSBAND, was stupid enough to send 10K to this guy so this is a fat stupid bitch', 'userId': '6539ade40a69ece40ff7911b', 'picturePath': 'default_pfp.png', 'name': 'Mr  Cheesehead', 'location': 'Cheezhead1'}, {'text': 'exactly what Mr Cheesehead said', 'userId': '654b1009318aa113d74ae482', 'picturePath': 'default_pfp.png', 'name': 'Brandon Galicia', 'location': 'APPL3'}]",[],48:29.1,17:55.5,0,,
64de85213713e916864974c2,64ddb8a23713e916864947eb,😭,image/dvq41lwf9m4icqkq6eqg,image/n6kbdmglz1acb5bmxjan,"{'64dee01962f43d93943b96d2': True, '64db5283d998906b6c2ca48a': True, '6507cbf781f1d375413a8332': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '650a489d81f1d375413f343c': True, '6508e9ec81f1d375413c53db': True, '650b841d81f1d3754141e1e3': True, '65117a6081f1d375414a0035': True, '651632694aba5b2bd4fd1813': True, '65173b734aba5b2bd4fe637b': True, '651c48aa2f19866f09e2ff89': True, '651cec252f19866f09e3161e': True, '653001470de3e77117df1569': True, '653017b70a69ece40ff62298': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '654192c7318aa113d74a9da4': True, '654b1009318aa113d74ae482': True, '6570d47d721853536742379f': True}","[{'text': 'Childhood: ruined      Mission: accomplished ', 'userId': '651632694aba5b2bd4fd1813', 'picturePath': 'default_pfp.png', 'name': 'PuffPuffIsVeryBadAzz :D ', 'location': 'YFM_FAN'}]",[],37:53.8,17:39.0,0,,
64deef0762f43d93943b9b6c,64dc58aeae207fe84292ce3d,lil bill dot play on his name,image/puwkgpu3qlhr94mjur3f,default_pfp.png,"{'64dc58aeae207fe84292ce3d': True, '64db5283d998906b6c2ca48a': True, '6570d47d721853536742379f': True}","[{'text': 'hehehe', 'userId': '650412b417cb4912c116b0eb', 'picturePath': 'default_pfp.png', 'name': 'Aagam jain', 'location': 'Uiguy'}]",[],09:43.2,17:28.9,0,,
64df1f2c62f43d93943baadf,64df1cd462f43d93943ba972,Jordan Ramsey,image/bfma1idqg1qlews7jlt8,image/dtabx1bt9ojcp6yfdwtj,"{'64db5283d998906b6c2ca48a': True, '64df1cd462f43d93943ba972': True, '64f1dbf517cb4912c115c9b9': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '650865a481f1d375413b63f1': True, '651632694aba5b2bd4fd1813': True, '652f098c0de3e77117defac5': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '6570d47d721853536742379f': True}",[],[],35:08.4,17:24.0,0,,
64df39df62f43d93943bb0d6,64df393a62f43d93943bb0a5,,image/gb8d9dt2qnzrirakczfd,default_pfp.png,"{'64df393a62f43d93943bb0a5': True, '64db5283d998906b6c2ca48a': True, '64f1dbf517cb4912c115c9b9': True, '650412b417cb4912c116b0eb': True, '65089c7f81f1d375413b9ca0': True, '65309e6b0a69ece40ff66a45': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '65481efd318aa113d74ad552': True, '654b1009318aa113d74ae482': True}","[{'text': 'lowteirgod moment', 'userId': '650865a481f1d375413b63f1', 'picturePath': 'default_pfp.png', 'name': 'Kneecapss goofy', 'location': 'Kneecapss'}, {'text': 'HighTierGod:', 'userId': '65309e6b0a69ece40ff66a45', 'picturePath': 'default_pfp.png', 'name': 'Peter Mercado', 'location': 'Little Timmy'}, {'text': '🧌', 'userId': '65481efd318aa113d74ad552', 'picturePath': 'image/jlcr2bh9csoboc56brbk', 'name': 'Donovan Skillman', 'location': 'Reginald'}]",[],29:03.9,07:03.1,0,,
64df6aca62f43d93943bb5de,64df690b62f43d93943bb5ca,💀💀,image/s6icfp6ve4z6w2bopzx5,default_pfp.png,"{'64df690b62f43d93943bb5ca': True, '64db5283d998906b6c2ca48a': True, '64dc1355ae207fe84292afb7': True, '64deb84562f43d93943b8946': True, '64e55d1f87e73ebaa7086e51': True, '64dc183aae207fe84292b040': True, '65084c7081f1d375413b38c1': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '6509b80f81f1d375413e247a': True, '6508e9ec81f1d375413c53db': True, '650c6ba281f1d375414367dc': True, '65117a6081f1d375414a0035': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '6516d2894aba5b2bd4fde4af': True, '65219da20c835470e9a31258': True, '64dbeb81d998906b6c2ca5be': True, '653017b70a69ece40ff62298': True, '6532679f0a69ece40ff6b2d8': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '653dc0ed3e06c4b204e565f1': True, '654b1009318aa113d74ae482': True, '6570d47d721853536742379f': True}","[{'text': 'nah fam, thats a major violation ', 'userId': '64db5283d998906b6c2ca48a', 'picturePath': 'image/nopixg3htlwjtbmi50mw', 'name': 'jake jake', 'location': 'jake'}]",[],57:46.5,17:03.0,0,,
64dfc7f162f43d93943bc915,64db5283d998906b6c2ca48a,"there's at the end of the rainbow, trust me...",image/b0oeioynlfts7fptww7k,image/nopixg3htlwjtbmi50mw,"{'64db5283d998906b6c2ca48a': True, '64deb84562f43d93943b8946': True, '64dbeb81d998906b6c2ca5be': True, '65089c7f81f1d375413b9ca0': True, '6509b80f81f1d375413e247a': True, '650a67d081f1d375413f94d4': True, '6507cbf781f1d375413a8332': True, '650bc9bc81f1d37541427273': True, '650c2be281f1d3754142edc9': True, '650b841d81f1d3754141e1e3': True, '65117a6081f1d375414a0035': True, '651302b54aba5b2bd4f9f4c2': True, '651632694aba5b2bd4fd1813': True, '6516d2894aba5b2bd4fde4af': True, '651a86d62f19866f09e27654': True, '653017b70a69ece40ff62298': True, '6530312d0a69ece40ff63c44': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '654192c7318aa113d74a9da4': True, '65481efd318aa113d74ad552': True, '6570d47d721853536742379f': True}",[],[],35:13.8,16:58.4,0,,
64e0dcdb62f43d93943c21f2,64dc183aae207fe84292b040,,image/mylqhlqygfo4xzkvymro,image/mclpjxcshtvftsx9snwp,"{'64deb84562f43d93943b8946': True, '64dc183aae207fe84292b040': True, '6507cbf781f1d375413a8332': True, '65089c7f81f1d375413b9ca0': True, '6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '6509b80f81f1d375413e247a': True, '650bc9bc81f1d37541427273': True, '650c1fcc81f1d3754142d194': True, '650c2be281f1d3754142edc9': True, '651063f081f1d375414821a3': True, '65117a6081f1d375414a0035': True, '651302b54aba5b2bd4f9f4c2': True, '650d85e081f1d3754144f7de': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '651933e7e81df403dee90dd7': True, '65219da20c835470e9a31258': True, '652977f20de3e77117de702a': True, '652fdb8e0de3e77117df023c': True, '653017b70a69ece40ff62298': True, '65309e6b0a69ece40ff66a45': True, '6530312d0a69ece40ff63c44': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '65481efd318aa113d74ad552': True, '654b1009318aa113d74ae482': True, '6570d47d721853536742379f': True}",[],[],16:43.2,16:48.6,0,,
